Name,Old_price,New_price,Discount,Rating
Mini Digital Camera Cctv Wireless  Small Camera For Security,"₦ 22,999","₦ 14,999",35%, 
18 Inch Ring Light LED - Ring Light Stand And Microphone,"₦ 79,999","₦ 44,999",44%,3.5 out of 5
Wireless Sports Bone Conduction Earphone Bluetooth Headset,"₦ 17,863","₦ 14,886",17%,3.7 out of 5
14-42 Inches LED/LCD TV Wall Hanger/Bracket + D-marc Universal TV Guard Surge Adapter,"₦ 9,200","₦ 7,900",14%,4.1 out of 5
12 Inches Automatic Led Ringlight With Stand  And Phone/camera  Holder,"₦ 23,500","₦ 17,850",24%,3.4 out of 5
Meier AM/FM SOLAR RADIO With TF Card Slot BLUETOOTH MP3 Player Auxiliary Input  LED Light Portable Rechargeable RADIO, ,"₦ 27,900", ,4.5 out of 5
Outdoor WiFi 1080P IP Camera Solar Power Energy Battery CCTV,"₦ 87,000","₦ 70,000",20%, 
WIICES 500VA 12v Solar Inverter - 500WATT,"₦ 70,000","₦ 40,000",43%,3.8 out of 5
"Tutu 43"" Inches Smart LED TV (43Q1) - Black +1 Year Warranty","₦ 320,000","₦ 261,990",18%, 
MS-881A Bluethooth Wireless Headset (Royal Blue),"₦ 15,000","₦ 13,100",13%,4.5 out of 5
Ritar 100AH AGM Inverter Battery - German-Technology,"₦ 380,000","₦ 165,000",57%,4.3 out of 5
Skyrun 10000 MAh Pro Fast Charging Power-Bank (22.5W) - Black,"₦ 27,533","₦ 12,990",53%, 
S150 WiFi 4K HD Video Camera Drone 5G RC 1000m 25mins Quadcopter, ,"₦ 144,999", ,3.7 out of 5
Sanyo 50-Inch 4k UHD Android Smart TV + Wall Bracket,"₦ 399,000","₦ 345,000",14%,5 out of 5
New SPY Camera For Security Mini Digital Camera Cctv Wireless With Free Keyholder,"₦ 20,500","₦ 13,900",32%,5 out of 5
Raymax AA/LR6 1.5V Alkaline Battery (Non-rechargeable)strong,"₦ 6,500","₦ 3,800",42%,4.7 out of 5
"Google Chromecast 4K Streaming Device With Remote, HDMI Port","₦ 150,000","₦ 129,999",13%,4.3 out of 5
Wireless Ip Cctv Bulb Camera Wi-Fi Cctv Camera,"₦ 35,000","₦ 14,999",57%,5 out of 5
Djack Home Theatre Bluetooth System - DJ-D3L + DVD Player,"₦ 90,000","₦ 70,000",22%, 
PowMr Battery Equalizer For 4x12V Batteries Battery Balancer,"₦ 60,738","₦ 49,968",18%,3 out of 5
WIICES 500VA 12v Inverter With Inbuilt Charger- 500WATT,"₦ 70,000","₦ 40,000",43%,3.5 out of 5
Jbl Clip4 Speaker Waterproof Portable Bluetooth Speaker,"₦ 145,398","₦ 72,699",50%,4 out of 5
Blueidea Electronic Pulse Massager, ,"₦ 23,000", ,4.3 out of 5
Outdoor WiFi 1080P IP Camera Solar Powered Bullet CCTV,"₦ 79,000","₦ 70,000",11%, 
MS Bluetooth Wireless MS-881A (Royal Blue),"₦ 14,000","₦ 13,500",4%,4.5 out of 5
32GB Digital Voice Recorder Voice Activated Recorder MP3,"₦ 88,580","₦ 46,620",47%,4.5 out of 5
Mini Wireless Hidden Camera WiFi Remote Security Cameras, ,"₦ 19,999", , 
Cat Ears Headset Bluetooth Wireless Headphone With LED Light,"₦ 11,990","₦ 9,350",22%, 
Led Surefoto LED 660 PRO Studio Light,"₦ 120,000","₦ 89,000",26%,5 out of 5
Mini WiFi Camera Built-in Battery CCTV Wireless Night Vision, ,"₦ 13,700", ,3.7 out of 5
18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves Black & Yellow12 Pcs,"₦ 2,540","₦ 1,270",50%,4 out of 5
Photography Studio Soft  Light Box +Tripod, ,"₦ 40,000", ,5 out of 5
New SPY Camera For Security Mini Digital Camera Cctv Wireless With Free Keyholder, ,"₦ 14,990", ,5 out of 5
Samsung Wireless T420 150Watts 2.1-Channel  2020 Soundbar System,"₦ 440,000","₦ 320,500",27%, 
Portable 4K Ultra HD DLP Mini Smart Projector,"₦ 191,942","₦ 134,360",30%, 
P15 Intelligent Obstacle Avoidance Dual Cam Folding Drone,"₦ 250,000","₦ 149,999",40%,1 out of 5
Home Theater System DJ 403 With Powerful Sony DVD Player,"₦ 97,000","₦ 72,800",25%,5 out of 5
Samsonic 55 INCH SMART LED TV FULL HD ULTRA SLIM + 1 YEAR WARRANTY,"₦ 550,000","₦ 398,500",28%, 
Anycast Screen Casting Device - Smart TV Dongle - Wireless Display Adapter,"₦ 28,000","₦ 12,999",54%,4.2 out of 5
Anycast Miracast Dongle - HDMI Dongle - Screen Mirroring Device,"₦ 28,000","₦ 13,999",50%,5 out of 5
Remote Control- Organizer Remote Caddy Remote Holder Stand,"₦ 8,800","₦ 7,999",9%,4.4 out of 5
Light Led Lighting 800LED Professional Video And Photo Led Light - Medium Size, ,"₦ 70,000", ,5 out of 5
JP-C2 Powerful 3.1Bluetooth Home Theatre System + DVD Player,"₦ 100,000","₦ 85,500",15%, 
Tiger Head 1.5V AA Alkaline Non-Rechargeable Batteries,"₦ 5,000","₦ 4,000",20%, 
Home Theatre System DJ-403/DVD Player+power Surge,"₦ 80,000","₦ 72,500",9%, 
Baofeng Walkie Talkie BF-888S Two-way Radio - 2Pieces, ,"₦ 38,990", ,4 out of 5
Power Plus UPS With Very Powerful Inbuilt Lithium Batteries,"₦ 475,500","₦ 369,000 - ₦ 475,500",22%,5 out of 5
Series 8 Smart Watch For Call & Messages 'Black',"₦ 65,000","₦ 23,500",64%,4.3 out of 5
Remote Control- Organizer Remote- Caddy Remote Holder Stand,"₦ 10,500","₦ 7,995",24%, 
20W Fast Type - C Iphone Charger Head USB C Adapter, ,"₦ 9,000", , 
Djack Powerful Home Theater System DJ-664 + DVD Player,"₦ 188,000","₦ 134,995",28%,4.2 out of 5
Super Sounds System 3.1 And DVD Player,"₦ 90,000","₦ 68,500",24%, 
Ring Light With Tripod Stand For YouTube Video & Makeup,"₦ 16,500","₦ 12,500",24%, 
Perfect Bluetooth Home Theater,"₦ 95,000","₦ 80,000",16%,1 out of 5
"HiFi MP3 Player, Bluetooth 5.0 USB Receiver Transmitter","₦ 15,092","₦ 14,200",6%,4 out of 5
Plug Adaptor EU US UK AU Travelers Adaptor With Surge Protector- All-in-one AC Power Adaptor, ,"₦ 4,999", ,4.3 out of 5
"Ring Light LED 12 Inches With Stand, Holder & Adapter LARGE 30CM", ,"₦ 14,000", ,3.3 out of 5
Super Class Home Cinema System,"₦ 100,000","₦ 80,000",20%,4.7 out of 5
Owlenz 2400 LUMEN LED SMART PROJECTOR - BLACK,"₦ 250,000","₦ 200,000",20%,3.5 out of 5
Professional Pocket Obstacle Avoidance Mini WiFi Drone Dual Camera With 2 Batteries, ,"₦ 99,999", ,2 out of 5
LM2596 LM2596S Dual USB DC-DC 9V 12V 24V 36V to 5V 3A Step Down Buck Converter Board Car Charger Solar Power Supply Module,"₦ 5,661","₦ 2,831",50%,4.2 out of 5
"Max 180 ""HD Large Screen TV LED Android WiFi Projector Video Home Cinema 3D Smart Movie","₦ 315,555 - ₦ 407,000","₦ 204,000 - ₦ 212,327",50%,3 out of 5
Havit I62 Over-ear Wireless Headphone - Bluetooth Headset - Black,"₦ 90,000","₦ 70,000",22%,5 out of 5
WIICES 500VA 12v Inverter With Inbuilt Charger And USB Port,"₦ 70,000","₦ 40,000",43%, 
"P09 Portable 4K Ultra HD DLP Mini Smart Projector With Infrared Remote Control, Amlogic S905X 4-Core A53 Up To 1.5GHz Android 6.0, 1GB+8GB, Support 2.4G/5G WiFi, Bluetooth, TF Card (Black)","₦ 568,077","₦ 397,644",30%,5 out of 5
"3FT 1m HDMI Male To 3 RCA RGB Video Audio AV Adapter Cable For HDTV DVD 1080P, CHECK IF YOUR DEVICE IS COMPATABLE FIRST BEFORE BUYING","₦ 9,000","₦ 8,200",9%,2 out of 5
Wireless Ip Cctv Bulb Camera Wi-Fi Cctv Camera,"₦ 35,000","₦ 14,900",57%, 
FOR LG Home Theatre Replaceable Remote Control - BLACK,"₦ 5,000","₦ 4,500",10%,3.3 out of 5
CCTV Camera 2mp 1080 With Night Vision Dome,"₦ 25,000","₦ 17,000",32%,4.3 out of 5
Remote Control-Organiser Remote Caddy Remote Holder Stand,"₦ 10,500","₦ 7,995",24%,4 out of 5
VIC Phone Vlog Video Kit With Height Adjustable Tripod,"₦ 42,600","₦ 24,100",43%,4.6 out of 5
USB DC 5V To 12V 5.5mm X 2.1mm DC Barrel Male,"₦ 3,795","₦ 2,919",23%,3.4 out of 5
4G/3G / Gsm Network  Booster Repeater ( Triband),"₦ 190,000","₦ 105,000",45%,5 out of 5
D Marc TV Power Surge Protector And TV Wall Hanger,"₦ 11,000","₦ 10,000",9%, 
10 Inches Automatic Led Ringlight With Stand & Phone Holder,"₦ 35,500","₦ 16,500",54%,3.4 out of 5
10 Inches Automatic Led Ringlight With Stand,"₦ 23,500","₦ 15,500",34%, 
Powerful 3.1 Bluetooth Home System/ DVD Player + Power Surge,"₦ 100,000","₦ 85,700",14%,1 out of 5
TSES AUTOMATIC VOLTAGE STABILIZER 5000VA,"₦ 150,000","₦ 115,750",23%,4.5 out of 5
Super Bass Home Theater With DVD Player,"₦ 119,000","₦ 86,000",28%, 
Qasa Rechargeable Fan Replacement Battery 12V 4.5Ah,"₦ 30,000","₦ 16,999",43%, 
CCTV OUTDOOR BULLET CAMERA 1080P,"₦ 15,000","₦ 14,000",7%, 
"LG SoundBar 2.1ch 160W, Bluetooth Wireless Subwoofer -1SQC SB","₦ 450,000","₦ 365,000",19%,5 out of 5
Home Theater System + Free Power Surge,"₦ 95,000","₦ 80,500",15%, 
"Professional Video Photo Led Light Kit, Tripod + 2battery","₦ 165,500","₦ 67,850",59%,5 out of 5
Hikvision 1080P AHD  2 Indoor + 2 Outdoor Camera + 4Channel DVR,"₦ 155,500","₦ 120,000",23%,4.5 out of 5
1080P Mini WiFi IP Camera Built-in Battery CCTV Wireless,"₦ 22,999","₦ 14,999",35%,4.3 out of 5
Andoer 1080P Compact Digital Camera Video Camcorder 48MP,"₦ 134,510","₦ 70,790",47%,2 out of 5
Replacement Ear Pads Cushion For Sennheiser HD280 HD 280 PRO Headphones,"₦ 9,455","₦ 4,728",50%,5 out of 5
Hikvision 1080P AHD  4 Indoor Camera + 4Channel DVR,"₦ 130,000","₦ 119,500",8%, 
Wireless Bluetooth Receiver Audio Adapter For All Device,"₦ 9,000","₦ 8,900",1%,5 out of 5
F911 Wireless Earbud Barrier-free High Fidelity-Black,"₦ 4,455","₦ 2,970",33%,3.4 out of 5
Gotv Remote Controller- Best Quality,"₦ 4,000","₦ 3,000",25%, 
Type C To USB OTG Converter Adapter, ,"₦ 2,500", ,4.1 out of 5
LED 22 Inches RingLight +3 Holders And Remote & Selfie Light,"₦ 85,000","₦ 59,000",31%,5 out of 5
Replacement Polystar Ac Remote Control,"₦ 6,500","₦ 3,500",46%,4 out of 5
Solar Powered Cctv 4G Simcard Intelligent Rotational Camera,"₦ 180,000","₦ 120,000",33%,4.5 out of 5
4X ZOOM PTZ 3MP WiFi Mini IP Camera Wireless Auto Tracking Pan Tilt CCTV Waterproof Night Vision,"₦ 26,000","₦ 25,000",4%, 
"Video Camcorder WiFi HDV4K Pro 60fps Ultra HD 2 Batteries Comes 18X Zoom Digital Video Camera Remote Control With Night Vision, Wide Angle Lens, Microphone For Live Streaming, Comedy Skit, Shooting You Tube, Photography, Ceremonial Video Coverage", ,"₦ 299,999", ,5 out of 5
Jbl GO3 Portable JBL Bluetooth Speaker,"₦ 74,890","₦ 56,273",25%,4 out of 5
Djack Powerful Home Theater DJ-664 With DVD Player,"₦ 185,000","₦ 140,750",24%,4.7 out of 5
Mini Digital Camera Cctv Wireless  Small Camera For Security,"₦ 28,000","₦ 14,999",46%,2 out of 5
Bluetooth Home Theater System With DVD Player,"₦ 119,000","₦ 71,500",40%,3.3 out of 5
Small Mini Digital Hidden CCTV Camera Wireless Small Camera For Security,"₦ 22,999","₦ 14,999",35%,2.7 out of 5
Startimes REMOTE CONTROL FOR STARTIME TV, ,"₦ 4,000", ,3.7 out of 5
Secret Mini Digital Camera Cctv Wireless,"₦ 28,000","₦ 14,999",46%,5 out of 5
Electronic Pulse Massager, ,"₦ 21,000", ,4 out of 5
Hifinit Movie LED TV 1080P 6000 Lumen MINI Projector WIFI,"₦ 243,633","₦ 181,895",25%,4.4 out of 5
Lanbena Nail Repair Essence For Nail Treatment Anti Fungal Nail Solution, ,"₦ 7,500", ,3.9 out of 5
Qasa Rechargeable Fan Replacement Battery 6V 4.5Ah (PIN TYPE),"₦ 20,000","₦ 11,500",43%,5 out of 5
18 Inch Ring Light LED - Ring Light Stand,"₦ 75,000","₦ 44,999",40%,3.7 out of 5
3.1 X-Bass Bluetooth Home Theatre System DJ-F3L,"₦ 70,000","₦ 53,500",24%, 
Qasa Rechargeable Fan Replacement Battery 6V 4.5Ah (PIN TYPE),"₦ 20,000","₦ 11,500",43%,5 out of 5
Djack Powerful Home Theater System DJ-664 + DVD Player,"₦ 180,000","₦ 135,000",25%, 
2MP PTZ Wifi IP Mini Camera  Smart  CCTV LED IR Light,"₦ 70,000","₦ 60,000",14%, 
Baofeng 10-piees Walkie Talkie BF-888S Radios,"₦ 186,000","₦ 120,000",35%, 
Hikvision CCTV Camera & 4 Channels DVR 1080p + 2 Indoor + 2 Outdoor,"₦ 140,000","₦ 139,000",1%, 
Rotational Solar Powered 4G Intelligent PTZ Wireless Camera,"₦ 150,000","₦ 145,000",3%, 
Hohem ISteady M6 Kit 3-Axis Smartphone Gimbal Stabilizer,"₦ 693,320","₦ 346,660",50%, 
Garrett Handheld Metal Detector,"₦ 190,000","₦ 100,000",47%,5 out of 5
Lithium Battery Charger Module Board 5V-32V to 0.8V-30V 5A LED Driver Step Down Buck Converter Board Constant Current Voltage,"₦ 5,783","₦ 2,892",50%,5 out of 5
Bright 10 Inch Selfie LED Ring Light With Tripod Stand + BT,"₦ 25,000","₦ 14,999",40%,1 out of 5
"Sony SRS-XB33 Black, Portable Wireless Bluetooth Speaker", ,"₦ 255,000", ,5 out of 5
LG 5.1 Ch Bluetooth DVD Home Theatre System Body Guard 1000W,"₦ 499,500","₦ 405,500",19%, 
3.1 X-BASS Home Theatre System,"₦ 88,000","₦ 54,500",38%, 
Phone Vlog Video Kit With Tripod Microphone LED Light Remote,"₦ 145,650","₦ 45,500",69%,4.5 out of 5
Lithium Battery Charger Module Board 5V-32V to 0.8V-30V 5A LED Driver Step Down Buck Converter Board Constant Current Voltage,"₦ 5,292","₦ 2,646",50%,4.5 out of 5
RGB 14 Inches Selfie Ring Light With Stand,"₦ 45,000","₦ 25,000",44%, 
Wireless 360 Rotational Light Bulb Wifi PTZ IP Camera,"₦ 50,000","₦ 30,000",40%, 
Sony XB13 Speaker Wireless Portable Extra Bass Speaker,"₦ 98,170","₦ 52,299",47%,5 out of 5
3.1CH Heavy Bass Bluetooth Home Theatre System,"₦ 70,000","₦ 50,500",28%, 
Outdoor WiFi 3MP IP Camera Solar Power Energy Battery Security Bullet CCTV PIR P2P Wireless,"₦ 180,000","₦ 80,000",56%,4.7 out of 5
FEELWOD TP2A NEW Portable Teleprompter,"₦ 133,657","₦ 93,560",30%, 
1080P Mini WiFi IP Camera Built-in Battery CCTV Wireless (NEW AND UPGRADED),"₦ 28,000","₦ 13,999",50%, 
Hidden 1080P Mini WiFi IP Camera - CCTV Wireless,"₦ 28,000","₦ 14,999",46%,4 out of 5
DC 5V To DC 9V 12V USB Voltage Step Up Converter Cable With DC Jack,"₦ 7,700","₦ 6,900",10%,5 out of 5
Remote Control Organiser Stand,"₦ 12,500","₦ 7,899",37%,5 out of 5
Powerful 3.1 Channel Bluetooth Home Theatre System,"₦ 105,000","₦ 78,500",25%, 
Anycast HDMI Dongle - Miracast Dongle - Screen Casting Device,"₦ 28,000","₦ 11,999",57%,3 out of 5
Dahua HDCVI 2MP CCTV Kit  4 Channels XVR And 4 Cameras 2MP,"₦ 130,000","₦ 120,000",8%, 
Remote Control- Organizer Remote Caddy Remote Holder Stand,"₦ 8,800 - ₦ 15,800","₦ 7,900 - ₦ 14,700",10%,4 out of 5
Gotv REMOTE CONTROL FOR GoTV DECODER, ,"₦ 2,999", , 
4G/3G / 2G Gsm Network  Booster Repeater ( Triband),"₦ 220,000","₦ 105,000",52%, 
10inches LED Ring Light, ,"₦ 14,100", , 
3.1CH Heavy Bass Bluetooth Home Theatre System,"₦ 80,000","₦ 50,500",37%,4 out of 5
WIRELESS AND WIRED 5.0 BLUETOOTH HEADPHONE, ,"₦ 17,000", , 
Rechargeable Fan Replacement Battery 6V 4.5Ah (PIN TYPE),"₦ 25,000","₦ 11,999",52%, 
JP-C1 Powerful 3.1Bluetooth Home Theatre System + DVD Player,"₦ 100,000","₦ 86,500",14%, 
Djack DJ 5065 Powerful Home Theatre With Bluetooth,"₦ 170,000","₦ 133,000",22%,4 out of 5
Security Best Portable Small Spy HD Kiddies Camera - Tiny CCTV Camera,"₦ 21,999","₦ 14,999",32%,5 out of 5
Powerful 3.1Bluetooth Home Theatre System,"₦ 90,000","₦ 75,500",16%, 
Wireless Earbuds Bluetooth Headphones Earpiece Fingerprint Touch Control,"₦ 27,942","₦ 13,971",50%, 
"Tripod Stand With Bag For Dslr Camera, Androids And IPhone","₦ 43,500","₦ 28,550",34%,4.5 out of 5
Century 1000W Automatic Voltage Regulator Stabilizer,"₦ 87,200","₦ 68,990",21%,4.5 out of 5
4X ZOOM PTZ 3MP WiFi Mini IP Camera Wireless Auto Tracking Pan Tilt CCTV Waterproof Night Vision,"₦ 30,000","₦ 28,000",7%, 
Geneva 2 Pcs Geneva Unisex Luxury Wristwatch With Night Light,"₦ 10,000","₦ 6,999",30%,2 out of 5
RGB 14 Inches Selfie Ring Light With Stand 35.5CM-15 Colours,"₦ 59,000","₦ 35,900",39%,4.4 out of 5
16 Amps Power Adapter Cords For Desktop And Electric Kettle.,"₦ 7,000","₦ 3,900",44%, 
Owlenz 3500 Lumen Android Wi-Fi  LED Smart Projector,"₦ 300,000","₦ 279,999",7%,5 out of 5
Powerful Home Theater System With Bluetooth Function,"₦ 85,000","₦ 53,800",37%,4.3 out of 5
Camera Filter Cheap Simple Casual 18 Inch Ringlight - 18 Inch Ringlight  - Black,"₦ 56,000","₦ 44,999",20%,4 out of 5
Solar Powered 4G Simcard PTZ CCTV Camera Wireless,"₦ 280,000","₦ 120,000",57%, 
Toshiba LED And LCD Replacement Remote Control, ,"₦ 2,500", ,5 out of 5
Vbt 3 Way Surge Protector Extension Box With USB Ports, ,"₦ 11,500", , 
45CM 18inch RGB LED Multicolor Ring Light With 3Phone Holder,"₦ 145,650","₦ 46,000",68%, 
Djack Dj Powerful Home Theater DJ-664 + DVD Player,"₦ 170,000","₦ 137,500",19%,3.3 out of 5
HD 2.0MP Wifi IP Camera Auto Body Tracking Security CCTV PTZ Camera Wireless Mobile Remote View Vid,"₦ 47,866","₦ 38,292",20%, 
Series8 Smart Watch For Calls/Messages Black/Orange 2PCS,"₦ 125,000","₦ 55,350 - ₦ 55,450",56%,4.2 out of 5
18 Inch Ring Light LED - Ring Light Stand Non Rechargeable Lamp,"₦ 75,000","₦ 44,999",40%,4.5 out of 5
F&D PA300 Party Speaker 100W With Mic - Black,"₦ 400,000","₦ 342,615",14%,1 out of 5
10Meter LC To LC Fiber Patch Cable Cord Jumper Blue,"₦ 12,000","₦ 4,900",59%, 
Djack Dj 5050 Home Theatre With Bluetooth/Quality Sound DJ 5050/ Powerful DVD Player,"₦ 188,000","₦ 150,900",20%,3.5 out of 5
Home Theatre System DJ-503+DVD Player+power Surge,"₦ 85,000","₦ 73,500",14%,5 out of 5
Dahua HDCVI 2MP CCTV Kit  4 Channels XVR And 4 Cameras 2MP,"₦ 130,000","₦ 125,000",4%, 
16 Amps AC Power Adapter Cords For Desktop And Electric Kettle,"₦ 12,000","₦ 3,500",71%,4.5 out of 5
DJ-1003 Bluetooth Home Speakers System,"₦ 75,000","₦ 52,000",31%,4 out of 5
Security Best Portable Small Hidden WIFI Home Security Video Camera,"₦ 21,999","₦ 14,999",32%,5 out of 5
"Plug Adapter, Travel Power Adaptor With Europe Socket Plug(White)","₦ 6,140","₦ 4,288",30%,5 out of 5
"Max 200 ""HD Large Screen TV Led Projector 4K 4000Lumens 1080p Proyector Beamer HDMI USB VGA SD","₦ 348,890","₦ 232,102",33%,4 out of 5
Makeup Ring Light & Tripod Stand With Phone Holder,"₦ 17,000","₦ 12,000",29%,5 out of 5
Hikvision CCTV Camera & 4 Channels DVR 1080p + 2 Indoor + 2 Outdoor,"₦ 150,000","₦ 140,000",7%, 
V380 Wifi Panoramic IP Camera CCTV 1080P Lamp Light Monitor,"₦ 30,000","₦ 22,000",27%, 
Bluetooth Home Theatre System And DVD Player,"₦ 80,000","₦ 70,500",12%,3 out of 5
10 Inches Ring Light With Phone Holder & Tripod Stand,"₦ 23,500","₦ 16,050",32%,5 out of 5
"Tape To PC USB Cassette-to-MP3 Player Converter With USB Cable,","₦ 50,899","₦ 39,153",23%,3 out of 5
Winpossee CCTV Camera 2mp 1080 With Night Vision Dome,"₦ 15,000","₦ 13,000",13%,5 out of 5
"10"" Inches Ring Light With Phone Holder ( NO STAND)","₦ 15,500","₦ 12,550",19%,4.3 out of 5
Remote Control Organizer Remote Caddy Remote Holder Stand, ,"₦ 7,500", ,3 out of 5
Djack Dj Powerful Home Theater DJ-664 With DVD Player,"₦ 165,000","₦ 140,000",15%,3.4 out of 5
2X Micro USB Charge Cable Charging Cord For PS4 Controller - 2PCS,"₦ 10,000","₦ 3,999",60%,4.7 out of 5
 2 Pcs 33mm x 19mm x 11mm Yellow White Iron Core Ferrite Rings Toroid,"₦ 9,394","₦ 4,697",50%, 
P09 Portable 4K Ultra HD DLP Mini Smart Projector With Infrared Remote Control(Black),"₦ 568,077","₦ 397,644",30%, 
Winpossee CCTV Camera & 4 Channels DVR 1080p + 2 Indoor + 2 Outdoor,"₦ 190,000","₦ 130,000",32%, 
30X60 Binocular Telescope Day & Night Vision,"₦ 19,758","₦ 18,879",4%,4.3 out of 5
4G/3G / Gsm Network  Booster Repeater ( Triband),"₦ 190,000","₦ 105,000",45%, 
Qcy H3 ANC Wireless Headphones Bluetooth 5.4 Hi-Res Audio, ,"₦ 138,550", ,5 out of 5
Solar Best Quality Rotational Solar Powered 4G Simcard Camera,"₦ 280,000","₦ 120,000",57%, 
Owlenz SD500 3200 LUMEN  LED ANDROID PROJECTOR - WHITE,"₦ 300,000","₦ 270,000",10%,4.3 out of 5
OTG Android Adapter, ,"₦ 2,500", ,5 out of 5
1000W Solar Panel 12-18V Solar Cell Solar Panel for Phone RV Car MP3 PAD Charger Outdoor Battery Supply A,"₦ 96,696","₦ 48,348",50%,1 out of 5
Portable Electronic Cooling And Warming Refrigerator  7.5L,"₦ 49,000","₦ 45,900",6%, 
PTT VOX Earpiece With Microphone Walkie Talkie Headset Over,"₦ 29,018","₦ 14,509",50%, 
4G/3G / Gsm Network  Booster Repeater ( Triband),"₦ 250,000","₦ 100,000",60%,3 out of 5
1080P CCTV 8 Outdoor Camera + 8Channel DVR,"₦ 260,000","₦ 185,000",29%,3 out of 5
Flash Light Cute Cat Ears Wireless Headphone,"₦ 10,514","₦ 8,900",15%,3.8 out of 5
Sky Vision 2 In One CCTV RG59 Cable Video/Power 305M,"₦ 90,000","₦ 80,000",11%, 
Outdoor WiFi 1080P Solar Camera,"₦ 75,000","₦ 70,000",7%,1 out of 5
Winpossee 12V 5A Power  Adapter With 5Way Splitter Cable For CCTV,"₦ 10,000","₦ 9,500",5%,4.5 out of 5
Cat Ear Headphones LED Lights Foldable Over Ear Earphone,"₦ 15,436","₦ 11,874",23%,4.5 out of 5
RING FILL LIGHT WITH TRIPOD STAND, ,"₦ 18,000", , 
Remote Control Organiser Stand,"₦ 8,500","₦ 7,899",7%,5 out of 5
3.1 X-BASS Home Theatre System DJ 403,"₦ 65,000","₦ 53,000",18%, 
Powerful 3.1Bluetooth Home Theatre System + DVD Player,"₦ 90,000","₦ 84,500",6%,4.5 out of 5
STRONG AND DURABLE  PTZ Wifi IP Mini Camera E27 Bulb Security Surveillance Smart Home Monitoring CCTV LED IR Light,"₦ 175,000","₦ 50,000",71%, 
HD 1080P WiFi IP Camera Home Indoor IP Security Surveillance System Night Vision Baby Monitor ICSEE,"₦ 75,000","₦ 55,000",27%, 
1.5m Mini Condenser Clip-on Lapel Mic  (3.5mm),"₦ 9,000","₦ 6,999",22%, 
"22 Inch RGB Dimmable LED Ring For Vlogging, Selfie, Photography, Video Lights, YouTube, Makeup, Video Studio","₦ 265,700","₦ 59,500",78%, 
Owlenz 3200 LUMEN HD LED ANDROID SMART PROJECTOR - WHITE,"₦ 300,000","₦ 270,000",10%,3.7 out of 5
Solar Best Quality Rotational Solar Powered 4G Simcard Camera,"₦ 380,000","₦ 120,000",68%, 
LED 22 Inches RingLight +3 Holders And Remote & Selfie Light,"₦ 70,000","₦ 69,000",1%, 
Wireless 360 Rotational Light Bulb Wifi PTZ IP Camera,"₦ 80,000","₦ 30,000",63%, 
